,COD_CPPOP_CRI,IRPAR_USAGE_V12_MAX,IRPRO_USAGE_V12_MAX,QUA_INT_1_BRP,QUA_INT_MAX_BRP,CODTYP_CRT_TRAVAIL_CRI,COD_SITU_LOGT_CRI,COD_TYPE_MARCHE_CRI,IND_PRIMO_ACCEDT_CRI,TOP_NAT_FR_CRI,g_MNT_TOT_ASSURANCE_CRI,g_COUT_RACHAT_BRP,g_quotite,g_PCT_TEG_TAEG_CRI,g_MOY_ANC_PROF_BRP,g_BEST_APPORT_TX_BRP,defaut_36mois
89760,2,0,1,2,0,2,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_2,grp_1,0
89761,0,0,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_1,grp_1,grp_1,,0
89762,2,0,1,1,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_1,grp_1,0
89764,2,0,1,1,0,0,3,0,1,1,grp_3,grp_2,grp_1,grp_3,grp_1,grp_3,0
89766,0,0,1,0,0,0,3,0,1,1,grp_3,grp_3,grp_1,grp_2,grp_2,,0
89767,2,0,1,2,1,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_3,grp_1,0
89768,2,0,1,0,0,0,3,0,1,0,grp_2,grp_1,grp_1,grp_1,grp_2,grp_1,0
89771,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_3,grp_2,grp_2,grp_3,0
89773,2,2,1,2,1,0,3,0,0,1,grp_2,grp_1,grp_1,grp_3,grp_1,grp_2,0
89775,2,0,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_1,grp_2,grp_1,grp_3,0
89777,2,2,1,0,0,0,3,0,1,1,grp_3,grp_1,grp_1,grp_2,grp_1,grp_1,0
89778,2,0,1,2,1,0,2,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_3,grp_2,0
89781,2,2,1,0,0,0,3,0,1,1,grp_1,grp_2,grp_1,grp_1,grp_1,grp_2,0
89788,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_3,grp_1,0
89789,2,0,1,2,1,0,3,1,1,1,grp_1,grp_1,grp_1,grp_1,grp_2,grp_1,0
89790,2,0,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_1,grp_1,grp_1,grp_2,0
89792,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_1,0
89794,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_3,grp_1,grp_3,0
89796,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_3,grp_2,grp_1,0
89798,0,1,1,0,0,0,1,0,0,1,grp_2,grp_3,grp_3,grp_3,grp_3,grp_2,0
89799,1,1,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_3,grp_3,grp_1,grp_2,0
89801,2,0,1,0,0,1,3,0,0,1,grp_1,grp_1,grp_1,grp_2,grp_1,grp_2,0
89802,2,1,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_2,grp_3,0
89803,2,0,1,0,0,2,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_2,grp_3,0
89806,2,2,1,0,0,2,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_1,0
89807,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_3,grp_1,grp_2,0
89811,2,0,1,2,1,0,3,0,1,1,grp_1,grp_2,grp_2,grp_1,grp_3,grp_3,0
89812,2,0,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_2,grp_3,grp_1,grp_2,0
89814,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_2,grp_3,0
89815,2,0,1,0,0,0,3,0,0,1,grp_2,grp_1,grp_3,grp_2,grp_1,grp_4,0
89817,2,0,1,0,0,0,3,0,1,0,grp_1,grp_1,grp_2,grp_2,grp_3,grp_3,0
89819,2,0,1,0,0,0,3,1,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_4,0
89823,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_3,grp_3,grp_1,grp_3,0
89825,2,2,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_4,grp_1,grp_1,grp_1,1
89828,2,2,1,0,1,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_3,grp_3,0
89831,1,2,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_1,grp_3,grp_2,,0
89832,1,2,1,1,0,0,3,1,1,1,grp_2,grp_3,grp_4,grp_1,grp_2,grp_3,0
89833,2,0,1,0,0,0,3,0,1,0,grp_2,grp_1,grp_1,grp_2,grp_1,grp_4,0
89834,2,2,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_1,grp_3,grp_2,,0
89838,2,2,1,0,0,2,3,0,1,1,grp_1,grp_1,grp_2,grp_1,grp_1,grp_3,0
89839,2,0,1,0,0,2,3,0,1,1,grp_1,grp_1,grp_2,grp_2,grp_2,grp_3,0
89840,2,2,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_2,grp_1,grp_1,grp_4,0
89841,2,2,1,0,0,2,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_2,0
89843,2,1,1,0,0,0,2,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_1,grp_2,0
89844,2,1,1,1,0,0,3,0,1,0,grp_2,grp_1,grp_1,grp_2,grp_1,grp_2,0
89846,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_3,grp_3,grp_2,grp_3,0
89847,1,0,1,2,1,2,3,0,1,1,grp_2,grp_3,grp_3,grp_2,grp_1,,0
89848,2,0,1,0,0,2,3,0,1,1,grp_1,grp_2,grp_1,grp_1,grp_1,grp_2,0
89850,2,1,1,0,0,2,3,0,1,1,grp_2,grp_1,grp_1,grp_3,grp_2,grp_3,0
89851,2,0,1,1,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_3,grp_1,0
89852,2,2,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_1,grp_1,grp_2,grp_2,0
89854,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_1,,0
89855,0,0,1,0,0,0,3,0,1,1,grp_3,grp_3,grp_1,grp_3,grp_1,,0
89857,2,2,1,0,0,0,3,1,1,1,grp_1,grp_2,grp_1,grp_1,grp_1,grp_2,0
89864,2,0,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_1,grp_1,grp_2,grp_1,0
89866,2,0,1,0,0,0,2,0,1,1,grp_2,grp_2,grp_1,grp_1,grp_1,grp_2,0
89868,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_2,grp_2,grp_1,grp_1,0
89869,1,0,1,3,2,0,2,1,1,1,grp_3,grp_3,grp_1,grp_3,grp_3,grp_1,0
89870,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_3,grp_1,grp_3,grp_2,0
89874,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_2,grp_1,0
89876,2,2,1,0,0,0,1,0,0,1,grp_1,grp_1,grp_1,grp_1,grp_3,grp_1,0
89877,2,0,1,0,0,0,3,1,1,0,grp_1,grp_1,grp_1,grp_1,grp_2,grp_2,0
89878,0,0,1,0,0,0,3,1,1,1,grp_3,grp_3,grp_4,grp_3,grp_3,grp_3,0
89880,2,0,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_1,grp_2,grp_1,grp_1,0
89881,2,2,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_1,grp_1,grp_3,grp_3,0
89884,2,0,1,1,0,2,3,0,1,1,grp_1,grp_1,grp_1,grp_3,grp_1,grp_2,0
89887,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_2,grp_2,0
89888,2,0,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_2,grp_3,grp_1,grp_2,0
89890,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_1,grp_3,0
89894,2,0,1,0,0,0,3,0,1,1,grp_1,grp_2,grp_2,grp_1,grp_1,grp_2,0
89895,0,2,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_1,grp_1,grp_1,,0
89896,2,0,1,0,0,2,3,0,1,1,grp_2,grp_1,grp_2,grp_2,grp_1,grp_2,0
89897,2,2,1,0,0,0,3,0,1,1,grp_1,grp_2,grp_1,grp_1,grp_2,,0
89898,2,0,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_1,grp_2,grp_1,grp_3,0
89902,2,2,1,0,0,2,3,0,1,1,grp_2,grp_1,grp_3,grp_3,grp_1,,0
89903,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_1,grp_2,0
89904,2,1,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_1,grp_2,grp_1,grp_3,0
89906,0,0,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_4,grp_1,grp_3,grp_4,0
89908,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_3,grp_2,0
89912,2,1,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_3,grp_3,grp_3,0
89916,2,0,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_1,grp_1,grp_1,grp_2,0
89922,2,0,1,0,0,0,3,1,1,1,grp_3,grp_2,grp_1,grp_3,grp_1,grp_3,0
89923,0,1,0,0,0,0,1,1,1,1,grp_3,grp_3,grp_3,grp_3,grp_3,grp_2,0
89925,2,1,1,0,1,0,3,0,1,1,grp_1,grp_1,grp_2,grp_1,grp_1,grp_2,0
89926,2,0,1,0,0,0,3,1,1,1,grp_3,grp_2,grp_2,grp_2,grp_3,grp_4,0
89927,2,0,1,1,0,2,3,0,1,1,grp_1,grp_1,grp_3,grp_1,grp_1,grp_2,0
89928,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_3,grp_2,grp_3,grp_2,0
89929,1,0,1,0,1,0,1,0,0,1,grp_3,grp_3,grp_2,grp_3,grp_2,,0
89930,2,0,1,0,0,2,3,0,1,1,grp_1,grp_1,grp_1,grp_3,grp_2,grp_2,0
89931,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_3,grp_1,grp_1,0
89932,0,0,0,3,2,0,2,1,1,1,grp_2,grp_3,grp_1,grp_3,grp_3,,0
89935,2,0,1,1,0,2,3,0,1,1,grp_2,grp_2,grp_1,grp_2,grp_1,grp_4,0
89936,2,0,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_2,grp_1,grp_1,grp_2,0
89937,2,0,1,0,0,0,1,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_1,grp_2,0
89940,2,0,1,0,0,2,3,0,1,1,grp_1,grp_2,grp_1,grp_1,grp_1,grp_3,0
89941,2,2,1,2,1,0,3,0,1,1,grp_1,grp_1,grp_3,grp_1,grp_1,grp_1,0
89944,2,0,1,2,1,2,3,0,1,1,grp_3,grp_2,grp_2,grp_2,grp_2,grp_1,0
89947,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_4,grp_1,grp_2,grp_1,0
89948,0,0,1,0,0,0,1,0,1,1,grp_1,grp_3,grp_4,grp_3,grp_2,grp_3,0
89949,2,0,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_1,grp_3,grp_1,grp_3,0
89950,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_2,grp_1,grp_3,grp_1,0
89951,2,0,1,0,1,2,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_2,0
89954,1,2,1,0,0,0,3,1,1,1,grp_1,grp_3,grp_3,grp_2,grp_2,grp_2,0
89955,2,0,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_1,grp_2,grp_2,grp_2,0
89956,2,0,1,0,1,0,3,0,1,1,grp_1,grp_2,grp_1,grp_1,grp_3,,0
89959,2,0,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_2,grp_1,grp_1,grp_2,0
89960,1,0,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_1,grp_3,grp_1,grp_1,0
89963,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_3,grp_1,grp_3,0
89970,2,1,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_3,grp_3,0
89972,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_4,0
89975,2,0,1,0,0,2,1,0,1,1,grp_1,grp_2,grp_1,grp_1,grp_2,grp_2,0
89976,2,0,1,0,0,2,3,0,0,1,grp_1,grp_1,grp_1,grp_3,grp_1,grp_1,0
89977,2,1,1,2,1,0,3,0,1,1,grp_1,grp_1,grp_3,grp_2,grp_3,grp_2,0
89979,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_1,0
89981,2,1,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_3,grp_1,0
89982,2,0,1,2,1,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_2,0
89984,0,2,1,0,0,0,3,0,1,1,grp_3,grp_3,grp_1,grp_2,grp_3,grp_2,0
89985,0,0,1,0,0,0,3,1,1,1,grp_1,grp_3,grp_4,grp_2,grp_1,grp_4,0
89986,2,0,1,0,0,0,3,0,1,0,grp_2,grp_2,grp_1,grp_1,grp_1,grp_1,0
89987,2,1,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_2,0
89988,2,0,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_2,grp_1,grp_3,,0
89990,2,2,1,2,1,2,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_2,0
89993,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_3,grp_4,grp_3,grp_1,0
89994,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_3,0
89996,2,0,1,0,0,2,3,0,0,1,grp_2,grp_1,grp_1,grp_3,grp_1,grp_2,0
89997,2,0,1,0,0,0,3,0,1,0,grp_1,grp_2,grp_1,grp_1,grp_1,grp_2,0
89998,2,1,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_2,grp_2,grp_1,grp_3,0
89999,2,0,1,0,0,0,3,0,1,0,grp_1,grp_1,grp_1,grp_2,grp_1,,0
90003,0,0,1,1,0,0,3,0,1,1,grp_2,grp_3,grp_1,grp_1,grp_1,grp_2,0
90005,0,0,1,0,1,2,3,0,1,1,grp_2,grp_3,grp_3,grp_1,grp_3,grp_2,0
90006,2,2,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_2,grp_2,grp_1,,0
90007,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_3,grp_1,grp_1,grp_4,0
90008,2,1,1,0,0,0,3,1,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_1,0
90009,1,1,1,0,0,0,1,0,1,1,grp_2,grp_3,grp_3,grp_2,grp_1,,0
90010,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_3,grp_3,grp_2,grp_3,0
90011,2,0,1,0,0,2,3,0,1,1,grp_3,grp_2,grp_2,grp_2,grp_3,grp_1,0
90012,0,0,1,2,1,0,1,0,1,1,grp_3,grp_3,grp_4,grp_3,grp_1,grp_4,0
90016,1,0,1,0,0,0,3,0,1,1,grp_3,grp_3,grp_2,grp_2,grp_2,,0
90019,2,0,1,0,1,0,3,0,1,1,grp_3,grp_1,grp_1,grp_3,grp_1,grp_1,0
90020,2,2,1,2,1,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_3,grp_2,0
90021,2,0,1,0,0,2,3,0,1,1,grp_1,grp_1,grp_3,grp_3,grp_1,grp_2,0
90022,0,0,1,0,0,0,3,0,1,1,grp_3,grp_3,grp_1,grp_2,grp_1,grp_3,0
90023,2,0,1,0,0,2,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_1,0
90025,2,2,1,0,0,0,3,0,0,1,grp_2,grp_1,grp_2,grp_3,grp_1,grp_2,0
90028,0,1,1,2,1,2,1,0,0,1,grp_1,grp_3,grp_1,grp_2,grp_3,grp_1,0
90030,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_1,grp_2,0
90031,2,0,1,2,1,2,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_1,grp_1,0
90032,0,1,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_1,grp_3,grp_1,grp_1,0
90035,2,0,1,0,0,0,3,1,1,1,grp_3,grp_2,grp_3,grp_2,grp_1,grp_3,0
90036,0,0,1,1,0,2,3,0,1,1,grp_3,grp_3,grp_3,grp_3,grp_1,grp_3,0
90037,1,1,0,0,0,0,3,1,1,1,grp_1,grp_3,grp_1,grp_1,grp_2,,0
90039,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_2,grp_1,0
90040,1,0,1,0,0,0,2,0,1,1,grp_3,grp_3,grp_3,grp_3,grp_1,grp_2,0
90041,1,0,1,0,1,0,2,0,1,1,grp_3,grp_3,grp_4,grp_3,grp_2,grp_4,0
90042,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_3,grp_2,0
90043,2,2,1,2,1,2,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_3,0
90044,2,0,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_1,grp_1,grp_1,grp_3,0
90045,0,2,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_4,grp_1,grp_1,grp_4,0
90046,2,1,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_2,grp_2,grp_1,grp_4,0
90047,0,2,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_3,grp_1,grp_1,,0
90048,2,0,1,0,0,2,3,0,1,1,grp_2,grp_2,grp_1,grp_2,grp_1,grp_3,0
90051,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_3,grp_1,grp_3,0
90052,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_3,grp_3,grp_1,grp_1,0
90053,0,0,1,0,0,0,1,0,1,1,grp_3,grp_3,grp_3,grp_1,grp_3,grp_2,0
90054,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_1,grp_1,0
90057,2,0,1,2,1,0,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_1,grp_3,0
90058,2,0,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_2,grp_2,grp_1,grp_4,0
90059,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_2,grp_1,grp_1,grp_1,0
90061,2,2,1,0,0,2,2,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_2,grp_2,0
90062,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_3,grp_3,grp_1,0
90064,2,0,1,2,1,0,1,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_3,grp_4,0
90065,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_2,grp_2,grp_1,grp_3,0
90067,2,2,1,0,1,0,3,0,1,1,grp_2,grp_2,grp_1,grp_1,grp_1,grp_2,0
90068,2,0,1,2,1,0,2,1,1,1,grp_1,grp_1,grp_1,grp_1,grp_2,grp_3,0
90071,2,0,1,2,1,2,3,0,1,1,grp_2,grp_1,grp_1,grp_3,grp_1,grp_2,0
90072,2,2,1,0,0,1,3,0,1,1,grp_3,grp_2,grp_1,grp_2,grp_2,grp_2,1
90073,0,0,1,0,0,0,1,0,0,1,grp_3,grp_3,grp_4,grp_2,grp_1,grp_4,0
90074,2,0,1,0,1,1,3,0,1,1,grp_3,grp_2,grp_1,grp_1,grp_2,grp_2,0
90075,1,1,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_3,grp_4,grp_1,grp_1,0
90077,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_3,grp_4,0
90078,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_3,grp_2,grp_1,0
90080,2,0,0,0,0,0,3,1,1,1,grp_2,grp_1,grp_1,grp_3,grp_1,grp_2,0
90081,2,2,1,0,0,2,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_3,grp_1,0
90083,2,2,1,1,0,2,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_2,grp_1,0
90084,2,0,1,1,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_1,grp_2,0
90085,2,2,1,0,0,0,3,0,1,1,grp_1,grp_2,grp_2,grp_1,grp_1,grp_1,0
90086,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_3,grp_1,grp_1,grp_3,0
90087,2,0,1,2,1,2,3,0,1,1,grp_1,grp_1,grp_2,grp_2,grp_2,grp_2,0
90088,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_2,0
90090,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_2,grp_3,grp_1,grp_3,0
90091,2,0,1,0,0,2,3,0,1,1,grp_1,grp_1,grp_2,grp_2,grp_1,grp_1,0
90093,2,0,1,2,1,2,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_3,grp_2,0
90095,0,0,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_1,grp_2,grp_1,,0
90096,0,0,1,0,0,0,3,0,1,1,grp_3,grp_3,grp_3,grp_1,grp_2,grp_3,0
90099,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_3,grp_3,0
90102,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_2,grp_1,0
90104,2,2,1,0,0,2,1,0,1,1,grp_1,grp_3,grp_3,grp_3,grp_1,grp_2,0
90107,2,2,1,0,0,0,3,1,1,1,grp_2,grp_2,grp_1,grp_3,grp_3,grp_3,0
90108,0,0,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_1,grp_1,grp_1,,0
90112,2,0,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_1,grp_2,grp_2,grp_2,0
90114,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_2,0
90115,2,0,1,2,1,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_3,grp_2,0
90116,0,0,1,0,0,0,1,0,0,1,grp_3,grp_3,grp_1,grp_1,grp_1,grp_1,0
90117,2,0,1,2,1,0,3,0,0,1,grp_1,grp_1,grp_2,grp_1,grp_1,grp_3,0
90118,2,2,1,2,1,0,3,1,1,1,grp_1,grp_1,grp_3,grp_2,grp_2,grp_3,0
90119,0,0,1,1,0,2,3,0,1,1,grp_2,grp_3,grp_1,grp_1,grp_1,grp_1,0
90120,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_2,grp_2,0
90121,2,0,1,2,1,0,3,0,1,1,grp_1,grp_1,grp_3,grp_2,grp_2,grp_4,0
90123,2,0,1,1,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_1,,0
90124,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_3,grp_2,0
90126,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_2,grp_2,grp_2,grp_2,0
90127,2,0,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_1,grp_3,grp_1,grp_1,0
90131,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_3,grp_1,grp_1,0
90134,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_1,grp_1,0
90136,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_3,0
90137,2,0,1,1,1,1,3,0,1,1,grp_2,grp_2,grp_1,grp_2,grp_3,grp_2,0
90138,2,0,1,1,0,0,3,0,1,1,grp_2,grp_2,grp_1,grp_1,grp_1,grp_1,0
90139,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_2,grp_4,0
90142,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_4,0
90145,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_2,grp_2,grp_1,grp_4,0
90146,2,1,0,0,1,2,3,1,1,1,grp_3,grp_2,grp_1,grp_3,grp_2,grp_4,1
90147,2,0,1,2,1,2,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_2,grp_3,0
90148,2,2,1,0,0,0,3,1,1,1,grp_1,grp_1,grp_3,grp_3,grp_2,grp_2,0
90154,2,2,1,0,0,0,3,1,1,1,grp_1,grp_1,grp_3,grp_2,grp_2,grp_2,0
90155,0,0,1,0,0,0,1,0,1,1,grp_2,grp_3,grp_3,grp_1,grp_1,grp_2,0
90156,2,2,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_2,grp_3,0
90158,0,2,1,0,0,0,1,0,0,1,grp_3,grp_3,grp_4,grp_2,grp_3,grp_4,0
90159,2,0,1,2,0,0,3,0,1,1,grp_3,grp_1,grp_1,grp_2,grp_1,,0
90160,2,0,1,2,1,0,3,0,1,1,grp_1,grp_1,grp_3,grp_3,grp_1,grp_1,0
90161,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_3,0
90163,2,2,1,0,0,0,3,0,1,1,grp_1,grp_2,grp_1,grp_2,grp_3,,0
90165,1,2,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_3,grp_2,grp_2,grp_1,0
90166,2,0,1,0,0,0,3,0,0,1,grp_3,grp_2,grp_2,grp_3,grp_2,grp_2,0
90167,2,0,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_1,grp_3,grp_1,grp_3,0
90168,2,0,1,0,0,2,3,0,1,1,grp_1,grp_1,grp_1,grp_3,grp_2,grp_2,0
90169,2,0,1,0,0,0,3,0,1,1,grp_1,grp_2,grp_2,grp_1,grp_1,grp_2,0
90172,2,0,1,0,0,2,3,0,1,1,grp_3,grp_2,grp_1,grp_3,grp_2,grp_1,0
90173,0,2,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_3,grp_1,grp_1,grp_3,0
90174,0,0,1,2,1,2,2,0,0,1,grp_2,grp_3,grp_1,grp_3,grp_3,,0
90175,2,0,0,0,0,0,3,1,1,1,grp_2,grp_2,grp_1,grp_2,grp_1,grp_3,0
90176,1,0,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_1,grp_3,grp_3,,0
90179,2,0,1,0,0,2,3,0,1,1,grp_1,grp_1,grp_2,grp_3,grp_2,grp_2,0
90181,2,0,1,0,0,2,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_2,grp_2,0
90182,2,1,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_3,grp_1,grp_2,0
90183,2,1,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_1,grp_3,0
90184,2,0,1,0,0,0,1,0,1,1,grp_1,grp_2,grp_2,grp_1,grp_1,,0
90185,1,2,1,0,0,0,3,0,1,1,grp_3,grp_3,grp_1,grp_2,grp_1,,0
90186,2,2,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_1,grp_1,grp_3,grp_2,0
90187,2,0,1,0,0,2,3,0,1,1,grp_2,grp_1,grp_2,grp_2,grp_2,,0
90192,0,0,1,2,1,0,1,0,0,1,grp_1,grp_3,grp_4,grp_1,grp_1,grp_3,0
90193,2,2,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_1,grp_1,grp_2,grp_2,0
