,COD_CPPOP_CRI,IRPAR_USAGE_V12_MAX,IRPRO_USAGE_V12_MAX,QUA_INT_1_BRP,QUA_INT_MAX_BRP,CODTYP_CRT_TRAVAIL_CRI,COD_SITU_LOGT_CRI,COD_TYPE_MARCHE_CRI,IND_PRIMO_ACCEDT_CRI,TOP_NAT_FR_CRI,g_MNT_TOT_ASSURANCE_CRI,g_COUT_RACHAT_BRP,g_quotite,g_PCT_TEG_TAEG_CRI,g_MOY_ANC_PROF_BRP,g_BEST_APPORT_TX_BRP,defaut_36mois
89288,2,0,1,2,1,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_1,0
89290,0,0,1,0,0,0,1,0,1,1,grp_2,grp_3,grp_4,grp_2,grp_3,grp_4,0
89294,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_3,grp_2,grp_2,grp_3,0
89296,0,2,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_1,grp_1,grp_2,grp_1,0
89298,0,0,1,2,0,1,3,0,0,1,grp_2,grp_3,grp_1,grp_3,grp_3,,0
89299,1,0,1,0,0,1,1,0,1,1,grp_3,grp_3,grp_4,grp_2,grp_1,grp_3,0
89304,2,0,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_1,grp_3,grp_1,,0
89305,1,0,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_3,grp_2,grp_3,grp_3,0
89306,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_2,grp_1,0
89307,1,0,1,2,1,0,3,0,1,1,grp_1,grp_3,grp_4,grp_1,grp_3,grp_4,0
89308,0,0,1,0,0,0,2,0,1,1,grp_1,grp_3,grp_1,grp_1,grp_2,,0
89309,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_1,grp_2,0
89311,2,2,1,1,0,2,3,0,1,1,grp_2,grp_1,grp_1,grp_3,grp_1,grp_3,0
89313,2,2,1,0,0,0,3,0,1,1,grp_3,grp_1,grp_1,grp_3,grp_3,grp_2,0
89315,2,2,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_1,grp_1,grp_1,grp_1,0
89317,2,0,1,0,0,0,3,0,1,1,grp_3,grp_1,grp_2,grp_4,grp_1,grp_3,1
89323,2,0,1,0,0,0,3,0,1,1,grp_1,grp_2,grp_2,grp_1,grp_2,grp_2,0
89324,0,0,1,2,1,0,1,0,0,1,grp_3,grp_3,grp_3,grp_2,grp_3,grp_4,0
89325,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_1,grp_4,0
89326,2,1,1,0,0,1,3,0,1,1,grp_2,grp_2,grp_2,grp_1,grp_1,grp_2,0
89328,2,1,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_2,grp_2,grp_1,grp_2,0
89331,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_1,grp_2,0
89333,2,1,1,1,0,0,3,1,1,1,grp_1,grp_2,grp_1,grp_1,grp_2,grp_2,0
89334,0,0,1,2,1,0,3,0,1,0,grp_2,grp_3,grp_4,grp_3,grp_3,grp_3,0
89335,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_2,grp_1,0
89336,2,0,1,2,1,2,3,0,1,1,grp_1,grp_1,grp_3,grp_2,grp_1,grp_1,0
89337,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_2,grp_2,0
89339,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_2,,0
89341,2,2,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_2,grp_2,grp_1,grp_3,0
89342,2,1,1,0,1,2,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_2,0
89345,2,2,1,0,0,0,3,0,0,1,grp_1,grp_1,grp_1,grp_1,grp_3,grp_2,0
89347,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_2,grp_2,0
89348,2,0,1,0,0,0,3,0,0,1,grp_2,grp_1,grp_1,grp_2,grp_1,grp_2,0
89350,0,1,1,0,0,2,3,0,1,1,grp_2,grp_3,grp_4,grp_1,grp_1,grp_4,0
89352,2,0,1,1,0,0,2,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_2,0
89355,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_3,grp_1,grp_1,0
89357,2,2,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_1,grp_2,grp_3,,0
89358,2,1,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_3,grp_1,,0
89361,2,0,1,0,0,2,3,0,1,1,grp_1,grp_1,grp_3,grp_1,grp_1,grp_3,0
89362,2,0,1,0,0,2,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_3,0
89366,1,2,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_1,grp_3,grp_1,,0
89367,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_2,grp_1,grp_1,grp_4,0
89369,2,2,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_3,grp_1,grp_4,0
89373,2,0,1,0,1,2,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_2,grp_1,0
89374,1,1,1,1,0,0,3,0,1,1,grp_1,grp_3,grp_1,grp_1,grp_2,,0
89375,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_2,grp_1,0
89376,0,0,1,2,1,0,1,0,1,1,grp_2,grp_3,grp_1,grp_1,grp_2,grp_1,0
89380,2,1,1,0,0,2,3,0,1,1,grp_2,grp_1,grp_1,grp_3,grp_2,grp_2,0
89381,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_3,grp_1,0
89383,2,2,1,2,1,0,1,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_2,grp_3,0
89385,2,2,1,2,1,0,1,0,1,1,grp_1,grp_2,grp_1,grp_1,grp_2,grp_3,0
89386,2,0,1,0,0,2,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_1,grp_3,0
89387,0,0,1,0,0,0,1,0,1,1,grp_3,grp_3,grp_4,grp_2,grp_2,grp_4,0
89389,2,0,1,2,1,2,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_2,grp_2,0
89391,2,2,1,0,0,1,3,0,1,1,grp_2,grp_1,grp_1,grp_3,grp_1,grp_1,0
89392,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_3,grp_4,0
89394,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_1,0
89397,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_3,grp_2,grp_1,,0
89398,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_1,grp_1,0
89399,1,1,1,0,0,2,3,0,1,1,grp_1,grp_3,grp_4,grp_2,grp_1,grp_4,0
89403,2,2,1,0,0,2,3,0,1,1,grp_3,grp_1,grp_2,grp_3,grp_1,grp_4,0
89404,1,2,1,0,0,0,3,0,0,1,grp_1,grp_3,grp_1,grp_3,grp_3,grp_1,0
89408,2,0,1,0,0,2,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_1,grp_2,0
89409,2,0,1,0,0,0,3,0,1,0,grp_2,grp_2,grp_1,grp_1,grp_1,grp_1,0
89410,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_2,grp_2,grp_1,grp_1,0
89411,2,0,1,2,1,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_2,grp_2,0
89414,0,0,1,0,0,0,3,1,1,1,grp_3,grp_3,grp_3,grp_3,grp_1,grp_2,0
89417,2,2,1,0,0,0,1,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_1,0
89418,2,0,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_1,grp_2,grp_1,grp_1,0
89424,2,1,1,0,1,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_3,0
89427,2,2,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_2,grp_2,grp_1,grp_2,0
89428,0,2,1,0,0,0,1,0,0,1,grp_2,grp_3,grp_2,grp_1,grp_1,,0
89429,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_2,grp_2,0
89433,2,0,1,0,0,0,3,0,0,1,grp_1,grp_1,grp_1,grp_3,grp_2,grp_2,0
89434,2,0,1,0,0,2,3,0,1,1,grp_3,grp_2,grp_1,grp_2,grp_1,grp_3,0
89436,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_3,grp_2,grp_1,0
89438,0,0,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_3,grp_1,grp_1,,0
89439,2,0,1,1,0,2,3,0,1,1,grp_1,grp_1,grp_1,grp_3,grp_1,grp_1,0
89442,2,0,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_1,grp_3,grp_2,grp_2,0
89444,2,0,1,0,1,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_1,0
89445,0,1,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_3,grp_2,grp_2,grp_2,0
89449,2,0,1,0,0,2,3,0,1,1,grp_2,grp_1,grp_1,grp_3,grp_2,grp_3,0
89450,2,0,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_1,grp_3,grp_2,grp_1,0
89451,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_3,grp_4,grp_1,grp_3,0
89453,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_3,0
89454,2,2,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_3,grp_3,,0
89455,2,0,1,2,1,0,3,0,0,1,grp_1,grp_1,grp_1,grp_1,grp_2,grp_1,0
89457,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_2,grp_3,0
89459,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_3,grp_1,0
89461,2,0,1,0,0,0,3,0,1,1,grp_3,grp_1,grp_1,grp_4,grp_1,grp_1,0
89462,1,0,1,0,0,2,3,0,1,1,grp_1,grp_3,grp_4,grp_2,grp_2,grp_4,0
89463,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_1,0
89467,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_4,grp_2,grp_1,,0
89468,0,0,1,0,0,0,1,0,0,1,grp_2,grp_3,grp_3,grp_2,grp_1,grp_3,0
89469,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_2,grp_2,0
89472,2,0,1,0,1,0,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_3,grp_3,0
89473,2,0,1,0,0,0,3,1,1,1,grp_1,grp_1,grp_3,grp_3,grp_1,grp_1,0
89477,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_2,grp_3,0
89481,2,2,1,1,0,1,3,0,1,0,grp_2,grp_1,grp_2,grp_2,grp_1,grp_2,0
89482,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_2,grp_2,grp_1,grp_1,0
89484,1,1,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_2,grp_4,grp_2,,0
89485,2,0,1,2,1,0,3,0,1,1,grp_1,grp_1,grp_2,grp_1,grp_2,grp_2,0
89486,2,0,1,2,1,2,3,0,1,1,grp_1,grp_1,grp_2,grp_1,grp_1,grp_2,0
89488,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_3,grp_3,grp_2,grp_1,0
89491,2,2,1,0,0,2,3,0,1,1,grp_3,grp_2,grp_2,grp_1,grp_1,,0
89494,2,0,1,0,0,0,3,0,1,1,grp_1,grp_2,grp_1,grp_1,grp_1,grp_3,0
89497,2,0,1,1,0,2,3,0,1,1,grp_1,grp_1,grp_1,grp_3,grp_1,grp_1,0
89498,2,2,1,1,0,0,3,0,1,1,grp_2,grp_2,grp_1,grp_1,grp_1,grp_1,0
89499,1,0,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_1,grp_1,grp_3,,0
89500,1,2,1,0,0,2,1,0,1,1,grp_3,grp_3,grp_4,grp_2,grp_2,grp_3,0
89501,0,0,1,0,0,2,2,0,0,1,grp_3,grp_3,grp_4,grp_2,grp_1,grp_4,0
89504,2,0,1,0,0,0,3,1,1,1,grp_1,grp_2,grp_1,grp_3,grp_1,grp_1,0
89508,2,0,1,0,0,0,3,0,0,1,grp_1,grp_1,grp_1,grp_1,grp_3,grp_1,0
89509,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_3,grp_2,0
89510,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_2,grp_2,0
89513,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_2,grp_4,0
89515,2,0,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_1,grp_2,grp_2,grp_3,0
89516,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_2,grp_1,grp_1,grp_1,0
89518,1,0,1,0,0,0,1,0,1,1,grp_3,grp_3,grp_1,grp_2,grp_1,grp_1,0
89520,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_3,grp_1,grp_1,0
89521,2,0,1,0,0,2,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_2,grp_1,0
89522,2,0,1,2,1,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_2,grp_1,0
89525,2,2,1,0,0,2,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_2,grp_1,0
89527,2,0,1,0,0,0,3,0,1,1,grp_1,grp_2,grp_2,grp_1,grp_1,grp_2,0
89529,0,0,1,0,1,2,2,0,0,1,grp_3,grp_3,grp_2,grp_4,grp_3,,0
89531,2,1,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_2,grp_1,grp_1,grp_1,0
89533,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_2,grp_3,grp_1,,0
89534,2,2,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_1,grp_2,grp_2,grp_2,0
89537,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_3,grp_1,grp_1,0
89540,2,0,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_1,grp_1,grp_2,grp_2,0
89542,0,0,1,2,1,0,1,0,0,1,grp_1,grp_3,grp_3,grp_1,grp_3,grp_3,0
89545,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_1,grp_1,0
89546,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_1,grp_2,0
89547,0,1,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_1,grp_2,grp_2,,0
89549,2,0,1,2,1,2,1,0,1,1,grp_1,grp_1,grp_3,grp_1,grp_1,grp_1,0
89550,1,0,1,0,0,2,3,0,1,1,grp_1,grp_3,grp_4,grp_4,grp_1,grp_4,0
89551,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_1,grp_1,0
89552,2,0,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_2,grp_1,grp_1,grp_3,0
89553,2,0,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_2,grp_2,grp_1,grp_3,0
89555,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_1,grp_1,grp_3,0
89558,2,1,0,0,0,0,3,1,1,1,grp_1,grp_1,grp_1,grp_1,grp_2,grp_1,0
89559,2,0,1,1,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_2,grp_1,0
89560,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_2,grp_3,grp_1,grp_2,0
89563,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_1,grp_1,0
89564,2,0,1,0,0,0,3,0,1,0,grp_3,grp_2,grp_2,grp_2,grp_3,grp_2,0
89565,2,0,1,0,0,0,3,1,1,1,grp_1,grp_1,grp_1,grp_2,grp_1,grp_1,0
89566,0,0,1,2,1,0,2,0,0,1,grp_1,grp_3,grp_3,grp_2,grp_2,grp_2,0
89568,2,0,1,0,0,2,3,0,1,1,grp_3,grp_1,grp_2,grp_2,grp_3,grp_2,0
89569,0,2,0,0,0,0,1,1,0,1,grp_1,grp_3,grp_1,grp_3,grp_2,grp_1,0
89571,2,1,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_3,grp_1,grp_4,0
89572,1,1,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_1,grp_2,grp_2,,0
89573,1,2,1,0,0,0,1,1,0,1,grp_2,grp_3,grp_3,grp_4,grp_1,,0
89576,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_3,grp_1,0
89577,2,2,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_1,grp_1,grp_2,grp_2,0
89581,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_2,0
89584,2,0,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_2,grp_1,grp_3,grp_2,0
89585,2,0,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_1,grp_3,grp_2,grp_2,0
89586,2,2,1,0,0,0,3,0,1,0,grp_2,grp_1,grp_1,grp_2,grp_2,grp_3,0
89588,2,2,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_1,grp_1,grp_2,grp_1,0
89589,2,2,1,0,0,2,3,0,1,1,grp_1,grp_1,grp_3,grp_2,grp_2,grp_1,0
89591,2,0,1,1,0,2,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_1,grp_1,0
89595,2,2,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_1,grp_2,grp_1,grp_1,0
89597,2,0,1,2,1,2,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_2,0
89598,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_2,grp_2,grp_1,grp_3,0
89600,2,0,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_2,grp_1,grp_2,grp_1,0
89601,2,0,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_1,grp_2,grp_2,grp_3,0
89602,2,0,1,0,0,2,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_1,grp_2,0
89606,2,0,1,0,0,2,3,0,1,1,grp_1,grp_1,grp_2,grp_1,grp_2,,0
89608,2,0,1,0,1,0,3,0,1,0,grp_2,grp_2,grp_1,grp_2,grp_1,grp_2,0
89612,2,1,1,2,0,0,3,0,1,1,grp_1,grp_3,grp_3,grp_2,grp_3,grp_1,0
89613,2,0,1,0,0,0,3,0,0,1,grp_3,grp_2,grp_1,grp_2,grp_1,grp_2,0
89616,2,0,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_1,grp_3,grp_1,grp_2,0
89617,2,0,1,0,1,2,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_2,grp_1,0
89618,2,0,1,0,0,2,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_1,grp_3,0
89619,2,0,1,0,1,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_3,grp_1,0
89621,2,2,0,2,1,0,3,1,1,1,grp_1,grp_1,grp_2,grp_1,grp_1,grp_3,1
89623,2,2,1,0,0,0,3,0,0,0,grp_2,grp_1,grp_1,grp_2,grp_2,grp_2,0
89625,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_3,grp_1,grp_1,0
89626,0,0,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_3,grp_3,grp_2,grp_2,0
89628,2,0,1,0,0,0,1,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_2,grp_2,0
89631,2,1,1,0,0,2,3,0,0,1,grp_2,grp_1,grp_1,grp_3,grp_1,grp_2,0
89632,2,0,1,0,0,2,1,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_3,0
89633,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,,0
89635,2,0,1,2,1,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_3,0
89636,0,2,1,0,0,1,3,0,1,1,grp_1,grp_3,grp_1,grp_2,grp_3,grp_4,0
89638,2,2,1,2,1,0,3,0,1,1,grp_1,grp_1,grp_3,grp_1,grp_1,grp_2,0
89639,2,2,1,1,0,2,3,0,1,1,grp_1,grp_1,grp_3,grp_3,grp_1,grp_3,0
89640,2,0,1,0,0,2,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_1,grp_1,0
89641,2,0,1,1,0,2,3,0,1,1,grp_2,grp_1,grp_1,grp_3,grp_1,grp_1,0
89642,2,0,1,0,0,2,3,0,1,1,grp_2,grp_2,grp_1,grp_2,grp_1,grp_2,0
89643,1,0,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_1,grp_3,grp_1,,0
89644,0,0,1,0,0,0,3,0,1,1,grp_3,grp_3,grp_1,grp_2,grp_3,,0
89648,2,0,1,0,0,2,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_1,grp_3,0
89651,2,0,1,0,0,0,1,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_3,grp_4,0
89652,2,0,1,2,1,0,3,0,1,1,grp_1,grp_1,grp_3,grp_2,grp_3,grp_1,0
89654,0,2,1,0,0,0,3,0,1,1,grp_3,grp_3,grp_1,grp_2,grp_2,,0
89655,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_3,grp_1,grp_1,0
89658,2,0,1,2,1,0,3,0,1,1,grp_1,grp_1,grp_1,grp_3,grp_3,grp_1,0
89660,1,0,1,0,0,2,3,0,1,1,grp_1,grp_3,grp_1,grp_2,grp_1,grp_1,0
89661,2,0,1,0,0,0,3,0,1,1,grp_2,grp_2,grp_1,grp_2,grp_1,,0
89662,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_3,grp_1,grp_1,0
89667,2,0,1,2,1,2,3,0,1,1,grp_1,grp_1,grp_1,grp_3,grp_1,grp_1,0
89669,2,0,1,0,1,0,3,0,1,1,grp_2,grp_2,grp_1,grp_2,grp_2,grp_2,0
89671,2,1,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_3,grp_3,grp_1,grp_3,0
89674,0,0,1,0,0,0,1,0,1,1,grp_2,grp_3,grp_4,grp_2,grp_2,grp_4,0
89676,2,2,1,0,0,2,3,0,0,1,grp_2,grp_1,grp_1,grp_3,grp_2,grp_2,0
89677,0,2,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_1,grp_3,grp_1,,0
89679,1,1,1,2,1,0,2,0,1,1,grp_2,grp_3,grp_4,grp_3,grp_1,grp_4,0
89680,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_2,,0
89681,0,0,1,2,1,0,2,1,0,1,grp_2,grp_3,grp_3,grp_3,grp_1,,0
89685,1,1,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_3,grp_2,grp_1,grp_2,0
89687,0,0,1,0,0,0,3,0,1,1,grp_3,grp_3,grp_1,grp_3,grp_1,,0
89690,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_2,0
89696,0,0,1,0,0,0,3,0,1,1,grp_3,grp_3,grp_1,grp_2,grp_1,,0
89698,2,0,1,0,0,2,3,0,1,1,grp_2,grp_1,grp_1,grp_3,grp_1,grp_2,0
89701,0,0,0,3,2,0,2,1,1,1,grp_3,grp_3,grp_3,grp_3,grp_3,grp_2,0
89703,2,0,1,1,0,0,3,0,1,1,grp_3,grp_2,grp_1,grp_2,grp_3,grp_3,0
89704,0,2,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_2,grp_1,grp_1,,0
89709,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_3,grp_3,grp_1,grp_1,0
89712,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_3,grp_2,grp_1,grp_1,0
89713,0,0,1,0,0,0,1,0,1,1,grp_2,grp_3,grp_4,grp_2,grp_3,grp_4,0
89716,0,0,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_1,grp_1,grp_1,,0
89717,0,0,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_1,grp_1,grp_1,,0
89718,2,0,1,0,0,2,3,0,1,0,grp_2,grp_2,grp_2,grp_1,grp_2,grp_1,0
89719,0,2,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_1,grp_2,grp_3,grp_1,0
89721,1,0,1,0,0,0,3,1,1,1,grp_3,grp_3,grp_4,grp_2,grp_1,grp_4,0
89724,2,0,1,0,0,0,3,0,0,1,grp_2,grp_2,grp_2,grp_2,grp_1,grp_1,0
89726,2,1,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_2,grp_3,grp_3,grp_4,0
89727,2,2,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_1,grp_3,0
89728,2,0,0,3,2,0,2,1,1,1,grp_1,grp_1,grp_1,grp_1,grp_3,grp_3,0
89729,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_1,grp_3,grp_1,0
89730,2,0,1,2,1,0,3,0,1,1,grp_2,grp_2,grp_1,grp_1,grp_3,grp_2,0
89732,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_2,grp_1,grp_4,0
89733,2,0,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_1,grp_3,grp_1,grp_1,0
89734,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_1,grp_2,0
89737,2,0,1,0,0,0,3,0,0,1,grp_1,grp_1,grp_1,grp_3,grp_1,grp_2,0
89738,0,1,1,0,0,0,1,0,0,1,grp_3,grp_3,grp_4,grp_1,grp_1,grp_3,0
89739,2,0,1,0,0,0,3,0,1,1,grp_3,grp_2,grp_1,grp_2,grp_1,grp_2,0
89740,2,0,1,2,1,0,3,0,1,1,grp_2,grp_1,grp_2,grp_2,grp_2,grp_3,0
89741,1,1,1,0,0,0,1,0,1,1,grp_3,grp_3,grp_3,grp_2,grp_1,grp_2,0
89743,0,0,1,0,0,0,3,0,1,1,grp_2,grp_3,grp_1,grp_2,grp_1,,0
89744,2,1,1,1,0,2,3,0,1,1,grp_1,grp_3,grp_3,grp_3,grp_1,grp_1,0
89745,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_2,grp_3,grp_2,grp_4,0
89746,2,0,1,0,0,0,3,0,0,1,grp_1,grp_1,grp_3,grp_3,grp_1,grp_2,0
89748,2,2,1,2,1,2,1,0,1,1,grp_1,grp_1,grp_3,grp_2,grp_3,grp_2,0
89749,0,0,1,0,0,0,3,0,1,1,grp_3,grp_3,grp_1,grp_2,grp_1,,0
89751,0,2,1,0,0,0,1,0,0,1,grp_2,grp_3,grp_2,grp_2,grp_3,,0
89752,2,1,1,0,0,2,3,0,1,1,grp_2,grp_2,grp_1,grp_3,grp_1,grp_2,0
89754,2,0,1,0,0,0,3,0,1,1,grp_1,grp_1,grp_1,grp_2,grp_2,grp_2,0
89756,2,0,1,1,0,0,3,0,1,1,grp_2,grp_2,grp_2,grp_1,grp_2,grp_2,0
89757,0,0,1,0,0,0,3,0,1,1,grp_1,grp_3,grp_2,grp_1,grp_2,,0
89758,2,0,1,0,0,0,3,0,1,1,grp_2,grp_1,grp_1,grp_3,grp_1,grp_2,0
